iter	RMSE
539	1.084088537
540	1.083999443
541	1.083416337
542	1.083298763
543	1.083248146
544	1.083047793
545	1.082918268
546	1.082761973
547	1.082656909
548	1.082560162
549	1.08240875
550	1.08221929
551	1.082050081
552	1.081822371
553	1.081730848
554	1.081635775
555	1.081501642
556	1.081402849
557	1.080950197
558	1.080805137
559	1.080573052
560	1.080303286
561	1.080174535
562	1.080069946
563	1.079970955
564	1.079627933
565	1.079275466
566	1.079227523
567	1.079095838
568	1.078718148
569	1.078586016
570	1.078454701
571	1.07828876
572	1.077977237
573	1.077905579
574	1.077765209
575	1.07767481
576	1.077526898
577	1.077271971
578	1.077204129
579	1.077120346
580	1.076752274
581	1.076668623
582	1.076412189
583	1.076296597
584	1.075950578
585	1.075821959
586	1.075693515
587	1.07560357
588	1.075405592
589	1.075129777
590	1.075018454
591	1.074907219
592	1.074808985
593	1.074770562
594	1.074651386
595	1.074551524
596	1.074307152
597	1.074188462
598	1.073913574
599	1.07341779
600	1.073125256
601	1.072970988
602	1.072826686
603	1.072606398
604	1.072529537
605	1.072438615
606	1.072386384
607	1.072229377
608	1.072161185
609	1.071867216
610	1.071612343
611	1.071325358
612	1.071166372
613	1.071086504
614	1.070845839
615	1.070560274
616	1.070449159
617	1.070385244
618	1.0701752
619	1.069938412
620	1.069811732
621	1.069483577
622	1.069306143
623	1.069222867
624	1.06911073
625	1.068936852
626	1.068816496
627	1.068717324
628	1.068598958
629	1.068162114
630	1.068056326
631	1.067940165
632	1.067758979
633	1.067697165
634	1.06758205
635	1.067360877
636	1.067282545
637	1.067206556
638	1.067134532
639	1.066861716
640	1.066763671
641	1.066347769
642	1.066276497
643	1.066125139
644	1.065889555
645	1.065745391
646	1.06563956
647	1.065392971
648	1.065114021
649	1.065022025
650	1.064944114
651	1.064887387
652	1.064507256
653	1.064462557
654	1.064382615
655	1.064159471
656	1.064047762
657	1.063824825
658	1.063765028
659	1.063556888
660	1.063479337
661	1.06308223
662	1.062987751
663	1.062893685
664	1.062704449
665	1.062337671
666	1.062009242
667	1.06173291
668	1.06151827
669	1.061266079
670	1.06113734
671	1.060851574
672	1.060694318
673	1.060638926
674	1.060409233
675	1.06017905
676	1.060101112
677	1.059943991
678	1.059863073
679	1.0597013
680	1.059460725
681	1.059403271
682	1.059111079
683	1.058986217
684	1.058804996
685	1.058723273
686	1.058463842
687	1.058364248
688	1.058254824
689	1.058129994
690	1.057744695
691	1.057630754
692	1.057472308
693	1.057308175
694	1.057192374
695	1.057154425
696	1.056950749
697	1.056839367
698	1.0565904
699	1.056438784
700	1.05634554
701	1.056162482
702	1.05595205
703	1.055888133
704	1.055810459
705	1.055729538
706	1.055406748
707	1.055262094
708	1.055188756
709	1.05493439
710	1.054724117
711	1.054480408
712	1.054418077
713	1.054299962
714	1.054234674
715	1.054145104
716	1.053881851
717	1.053636018
718	1.053566933
719	1.053478434
720	1.053414249
721	1.053340842
722	1.053211876
723	1.052949107
724	1.052635777
725	1.05248654
726	1.052286218
727	1.052061587
728	1.051978699
729	1.051888879
730	1.051814618
731	1.051668551
732	1.051467277
733	1.051301815
734	1.051155786
735	1.051064322
736	1.050996997
737	1.050919287
738	1.050698439
739	1.0506351
740	1.050444752
741	1.050385139
742	1.050336181
743	1.050282674
744	1.050099835
745	1.050041799
746	1.049912833
747	1.049778926
748	1.049576822
749	1.049519574
750	1.049333031
751	1.049176768
752	1.049088854
753	1.048777358
754	1.048558517
755	1.048495145
756	1.048424103
757	1.048335744
758	1.048222515
759	1.048015019
760	1.047948284
761	1.047777454
762	1.047631076
763	1.047559554
764	1.047487158
765	1.047443981
766	1.047326383
767	1.047203105
768	1.047106051
769	1.046922283
770	1.046607696
771	1.046288238
772	1.04618923
773	1.045822482
774	1.045524472
775	1.045468666
776	1.045305549
777	1.045220134
778	1.045147934
779	1.045097802
780	1.044968707
781	1.044922327
782	1.044711146
783	1.044541728
784	1.044447371
785	1.044248467
786	1.044105764
787	1.043906406
788	1.043794732
789	1.043592623
790	1.043464333
791	1.043374985
792	1.043326267
793	1.043267453
794	1.043109513
795	1.043075739
796	1.042890145
797	1.042791214
798	1.042709693
799	1.042549448
800	1.042449899
801	1.042346583
802	1.042258651
803	1.042055796
804	1.041948501
805	1.041834636
806	1.041559588
807	1.041445333
808	1.041155431
809	1.040939233
810	1.04087598
811	1.040776669
812	1.040573619
813	1.040429744
814	1.040355956
815	1.040299408
816	1.040162309
817	1.039885908
818	1.039679529
819	1.039441383
820	1.039331256
821	1.03925435
822	1.039196759
823	1.039039318
824	1.038817938
825	1.038739447
826	1.038621773
827	1.038565673
828	1.038502676
829	1.038394506
830	1.038156956
831	1.037919309
832	1.037880384
833	1.03778822
834	1.037633295
835	1.037517154
836	1.03743856
837	1.037344522
838	1.037252591
839	1.037062948
840	1.03691532
841	1.036714414
842	1.036668964
843	1.036538436
844	1.036478429
845	1.036440772
846	1.036173503
847	1.036132741
848	1.035999525
849	1.035804476
850	1.035700545
851	1.03553989
852	1.035446929
853	1.035295916
854	1.035188112
855	1.035108508
856	1.035025261
857	1.034843171
858	1.034685562
859	1.0345706
860	1.034392734
861	1.034237099
862	1.034207615
863	1.033944535
864	1.033840084
865	1.033730489
866	1.033640181
867	1.033443199
868	1.033293883
869	1.033118014
870	1.033025669
871	1.032959105
872	1.032887464
873	1.032748211
874	1.032632309
875	1.032511565
876	1.032392607
877	1.032341805
878	1.032247099
879	1.031928301
880	1.031777899
881	1.031439528
882	1.031363464
883	1.031255195
884	1.031084793
885	1.030884476
886	1.030768665
887	1.030697116
888	1.030641964
889	1.030555902
890	1.030106875
891	1.029941659
892	1.029832959
893	1.029734994
894	1.02961649
895	1.029488466
896	1.029391396
897	1.0292984
898	1.02919742
899	1.029151912
900	1.029039747
901	1.028871547
902	1.028607648
903	1.028529105
904	1.028455145
905	1.02837271
906	1.028138295
907	1.028004819
908	1.027873493
909	1.027795648
910	1.027663868
911	1.027514912
912	1.027430714
913	1.027333915
914	1.02719471
915	1.027107027
916	1.02698976
917	1.026898752
918	1.026442769
919	1.026325937
920	1.026274081
921	1.026221404
922	1.026067293
923	1.025927766
924	1.025834139
925	1.025736396
926	1.025629909
927	1.025440061
928	1.025297576
929	1.025236408
930	1.025080854
931	1.024978074
932	1.02484559
933	1.024611435
934	1.024564459
935	1.024488301
936	1.024349201
937	1.0243049
938	1.024227817
939	1.024126664
940	1.024045474
941	1.023910614
942	1.023788471
943	1.023698183
944	1.023599928
945	1.023554992
946	1.023493692
947	1.023409056
948	1.023265524
949	1.023202652
950	1.023067328
951	1.022872288
952	1.022714412
953	1.022673511
954	1.022531711
955	1.022345154
956	1.022255673
957	1.022158456
958	1.022085847
959	1.02199582
960	1.021940975
961	1.02185195
962	1.021710661
963	1.021656417
964	1.021618177
965	1.021546036
966	1.021480119
967	1.02135719
968	1.021209721
969	1.021159952
970	1.021014002
971	1.020949723
972	1.020788584
973	1.02068737
974	1.020597301
975	1.020449692
976	1.020365497
977	1.020089684
978	1.01980087
979	1.019655899
980	1.019579602
981	1.019525363
982	1.019307818
983	1.019193739
984	1.019057412
985	1.018889869
986	1.01879926
987	1.018715692
988	1.018592638
989	1.018522034
990	1.018420216
991	1.018303628
992	1.01813779
993	1.018037232
994	1.017899298
995	1.017785452
996	1.017702275
997	1.017626191
998	1.017421591
999	1.017308491
